BoardNumber	Depth	VDP	Board	Shift
11  0.332  44.01  B11  B
1  0.334  41.67  B1  B
2  0.334  46.11  B2  B
3  0.334  43.49  B3  B
4  0.334  45.09  B4  B
5  0.334  42.09  B5  B
6  0.334  45.84  B6  B
7  0.334  44.18  B7  B
8  0.334  44.11  B8  B
9  0.334  46.56  B9  B
10  0.334  42.29  B10  B
11  0.334  44.07  B11  B
1  0.336  41.67  B1  B
2  0.336  46.11  B2  B
3  0.336  43.62  B3  B
4  0.336  44.96  B4  B
5  0.336  42.46  B5  B
6  0.336  45.9  B6  B
7  0.336  44.18  B7  B
8  0.336  44.17  B8  B
9  0.336  46.76  B9  B
10  0.336  42.6  B10  B
11  0.336  44.07  B11  B
1  0.338  41.61  B1  B
2  0.338  46.18  B2  B
3  0.338  43.62  B3  B
4  0.338  45.09  B4  B
5  0.338  42.46  B5  B
6  0.338  45.97  B6  B
7  0.338  44.31  B7  B
8  0.338  44.11  B8  B
9  0.338  46.83  B9  B
10  0.338  42.23  B10  B
11  0.338  43.88  B11  B
1  0.34  41.67  B1  B
2  0.34  45.52  B2  B
3  0.34  43.68  B3  B
4  0.34  45.15  B4  B
5  0.34  42.33  B5  B
6  0.34  45.64  B6  B
7  0.34  44.18  B7  B
8  0.34  43.92  B8  B
9  0.34  46.9  B9  B
10  0.34  42.23  B10  B
11  0.34  43.75  B11  B
1  0.342  41.13  B1  B
2  0.342  45.65  B2  B
3  0.342  43.74  B3  B
4  0.342  44.96  B4  B
5  0.342  42.64  B5  B
6  0.342  46.03  B6  B
7  0.342  44.18  B7  B
8  0.342  43.98  B8  B
9  0.342  46.56  B9  B
10  0.342  42.05  B10  B
11  0.342  43.94  B11  B
1  0.344  41.37  B1  B
2  0.344  45.91  B2  B
3  0.344  43.93  B3  B
4  0.344  45.28  B4  B
5  0.344  42.64  B5  B
6  0.344  45.84  B6  B
7  0.344  44.24  B7  B
8  0.344  44.49  B8  B
9  0.344  46.43  B9  B
10  0.344  42.54  B10  B
11  0.344  43.88  B11  B
1  0.346  41.67  B1  B
2  0.346  46.05  B2  B
3  0.346  44.06  B3  B
4  0.346  45.22  B4  B
5  0.346  42.77  B5  B
6  0.346  45.57  B6  B
7  0.346  43.86  B7  B
8  0.346  44.36  B8  B
9  0.346  47.04  B9  B
10  0.346  42.42  B10  B
11  0.346  43.82  B11  B
1  0.348  41.55  B1  B
2  0.348  46.51  B2  B
3  0.348  43.74  B3  B
4  0.348  44.77  B4  B
5  0.348  42.64  B5  B
6  0.348  45.84  B6  B
7  0.348  43.55  B7  B
8  0.348  44.24  B8  B
9  0.348  46.29  B9  B
10  0.348  42.6  B10  B
11  0.348  43.5  B11  B
1  0.35  41.55  B1  B
2  0.35  46.05  B2  B
3  0.35  44.06  B3  B
4  0.35  45.09  B4  B
5  0.35  42.64  B5  B
6  0.35  45.77  B6  B
7  0.35  44.18  B7  B
8  0.35  44.36  B8  B
9  0.35  46.43  B9  B
10  0.35  42.66  B10  B
11  0.35  43.88  B11  B
1  0.352  41.85  B1  B
2  0.352  46.11  B2  B
3  0.352  43.87  B3  B
4  0.352  45.02  B4  B
5  0.352  42.77  B5  B
6  0.352  45.64  B6  B
7  0.352  43.74  B7  B
8  0.352  44.43  B8  B
9  0.352  46.29  B9  B
10  0.352  42.29  B10  B
11  0.352  44.01  B11  B
1  0.354  41.67  B1  B
2  0.354  46.24  B2  B
3  0.354  43.99  B3  B
4  0.354  45.15  B4  B
5  0.354  42.64  B5  B
6  0.354  45.31  B6  B
7  0.354  43.99  B7  B
8  0.354  44.43  B8  B
9  0.354  46.43  B9  B
10  0.354  42.42  B10  B
11  0.354  43.88  B11  B
1  0.356  41.79  B1  B
2  0.356  46.18  B2  B
3  0.356  43.93  B3  B
4  0.356  45.09  B4  B
5  0.356  42.9  B5  B
6  0.356  45.51  B6  B
7  0.356  44.12  B7  B
8  0.356  44.62  B8  B
9  0.356  46.49  B9  B
10  0.356  42.6  B10  B
11  0.356  44.14  B11  B
1  0.358  41.97  B1  B
2  0.358  46.24  B2  B
3  0.358  44.06  B3  B
4  0.358  44.83  B4  B
5  0.358  42.4  B5  B
6  0.358  45.64  B6  B
7  0.358  43.8  B7  B
8  0.358  44.68  B8  B
9  0.358  46.29  B9  B
10  0.358  42.72  B10  B
11  0.358  44.14  B11  B
1  0.36  41.79  B1  B
2  0.36  46.11  B2  B
3  0.36  43.74  B3  B
4  0.36  44.96  B4  B
5  0.36  42.33  B5  B
6  0.36  45.9  B6  B
7  0.36  44.05  B7  B
8  0.36  44.56  B8  B
9  0.36  46.43  B9  B
10  0.36  42.6  B10  B
11  0.36  44.2  B11  B
1  0.362  42.15  B1  B
2  0.362  45.72  B2  B
3  0.362  44.37  B3  B
4  0.362  44.96  B4  B
5  0.362  42.46  B5  B
6  0.362  45.77  B6  B
7  0.362  43.74  B7  B
8  0.362  44.75  B8  B
9  0.362  46.56  B9  B
10  0.362  42.54  B10  B
11  0.362  44.46  B11  B
1  0.364  42.03  B1  B
2  0.364  46.24  B2  B
3  0.364  44.18  B3  B
4  0.364  45.22  B4  B
5  0.364  42.46  B5  B
6  0.364  46.1  B6  B
7  0.364  43.99  B7  B
8  0.364  45.14  B8  B
9  0.364  46.56  B9  B
10  0.364  42.97  B10  B
11  0.364  44.52  B11  B
1  0.366  41.67  B1  B
2  0.366  46.18  B2  B
3  0.366  44.12  B3  B
4  0.366  45.02  B4  B
5  0.366  42.4  B5  B
6  0.366  45.57  B6  B
7  0.366  43.8  B7  B
8  0.366  44.68  B8  B
9  0.366  46.56  B9  B
10  0.366  42.85  B10  B
11  0.366  43.94  B11  B
1  0.368  41.79  B1  B
2  0.368  45.98  B2  B
3  0.368  44.12  B3  B
4  0.368  45.15  B4  B
5  0.368  42.21  B5  B
6  0.368  45.7  B6  B
7  0.368  43.86  B7  B
8  0.368  44.94  B8  B
9  0.368  46.36  B9  B
10  0.368  42.97  B10  B
11  0.368  44.2  B11  B
1  0.37  41.85  B1  B
2  0.37  45.85  B2  B
3  0.37  44.25  B3  B
4  0.37  45.48  B4  B
5  0.37  42.21  B5  B
6  0.37  45.77  B6  B
7  0.37  43.93  B7  B
8  0.37  44.88  B8  B
9  0.37  46.36  B9  B
10  0.37  43.03  B10  B
11  0.37  44.39  B11  B
1  0.372  41.91  B1  B
2  0.372  45.98  B2  B
3  0.372  44.44  B3  B
4  0.372  45.74  B4  B
5  0.372  42.46  B5  B
6  0.372  45.9  B6  B
7  0.372  44.12  B7  B
8  0.372  45.01  B8  B
9  0.372  46.63  B9  B
10  0.372  43.09  B10  B
11  0.372  44.39  B11  B
1  0.374  41.79  B1  B
2  0.374  46.51  B2  B
3  0.374  44.25  B3  B
4  0.374  45.41  B4  B
5  0.374  42.46  B5  B
6  0.374  45.57  B6  B
7  0.374  43.86  B7  B
8  0.374  44.56  B8  B
9  0.374  46.56  B9  B
10  0.374  43.09  B10  B
11  0.374  44.33  B11  B
1  0.376  41.61  B1  B
2  0.376  45.91  B2  B
3  0.376  44.12  B3  B
4  0.376  45.61  B4  B
5  0.376  42.64  B5  B
6  0.376  45.97  B6  B
7  0.376  44.18  B7  B
8  0.376  44.62  B8  B
9  0.376  46.43  B9  B
10  0.376  42.66  B10  B
11  0.376  44.46  B11  B
1  0.378  41.61  B1  B
2  0.378  46.18  B2  B
3  0.378  44.31  B3  B
4  0.378  45.54  B4  B
5  0.378  42.71  B5  B
6  0.378  45.9  B6  B
7  0.378  43.93  B7  B
8  0.378  44.75  B8  B
9  0.378  46.56  B9  B
10  0.378  42.78  B10  B
11  0.378  44.52  B11  B
1  0.38  41.67  B1  B
2  0.38  45.91  B2  B
3  0.38  44.31  B3  B
4  0.38  45.22  B4  B
5  0.38  42.58  B5  B
6  0.38  46.1  B6  B
7  0.38  43.8  B7  B
8  0.38  44.68  B8  B
9  0.38  46.36  B9  B
10  0.38  42.97  B10  B
11  0.38  44.46  B11  B
1  0.382  41.79  B1  B
2  0.382  45.85  B2  B
3  0.382  44.18  B3  B
4  0.382  45.54  B4  B
5  0.382  42.9  B5  B
6  0.382  45.77  B6  B
7  0.382  43.74  B7  B
8  0.382  44.81  B8  B
9  0.382  46.56  B9  B
10  0.382  42.91  B10  B
11  0.382  44.52  B11  B
1  0.384  42.03  B1  B
2  0.384  45.65  B2  B
3  0.384  44.06  B3  B
4  0.384  45.54  B4  B
5  0.384  42.9  B5  B
6  0.384  45.77  B6  B
7  0.384  43.99  B7  B
8  0.384  44.88  B8  B
9  0.384  46.56  B9  B
10  0.384  43.09  B10  B
11  0.384  44.2  B11  B
1  0.386  41.91  B1  B
2  0.386  46.05  B2  B
3  0.386  44.25  B3  B
4  0.386  45.74  B4  B
5  0.386  43.21  B5  B
6  0.386  45.51  B6  B
7  0.386  43.86  B7  B
8  0.386  44.94  B8  B
9  0.386  46.49  B9  B
10  0.386  42.78  B10  B
11  0.386  44.46  B11  B
1  0.388  42.03  B1  B
2  0.388  46.18  B2  B
3  0.388  44.5  B3  B
4  0.388  45.61  B4  B
5  0.388  42.71  B5  B
6  0.388  45.64  B6  B
7  0.388  43.93  B7  B
8  0.388  44.88  B8  B
9  0.388  46.83  B9  B
10  0.388  42.85  B10  B
11  0.388  44.39  B11  B
1  0.39  41.97  B1  B
2  0.39  46.64  B2  B
3  0.39  44.37  B3  B
4  0.39  45.41  B4  B
5  0.39  42.83  B5  B
6  0.39  45.57  B6  B
7  0.39  43.74  B7  B
8  0.39  44.68  B8  B
9  0.39  46.49  B9  B
10  0.39  42.91  B10  B
11  0.39  44.65  B11  B
1  0.392  42.03  B1  B
2  0.392  45.98  B2  B
3  0.392  44.63  B3  B
4  0.392  45.41  B4  B
5  0.392  42.83  B5  B
6  0.392  45.44  B6  B
7  0.392  43.93  B7  B
8  0.392  44.81  B8  B
9  0.392  46.56  B9  B
10  0.392  42.91  B10  B
11  0.392  44.52  B11  B
1  0.394  41.79  B1  B
2  0.394  45.98  B2  B
3  0.394  44.69  B3  B
4  0.394  45.28  B4  B
5  0.394  42.64  B5  B
6  0.394  45.51  B6  B
7  0.394  43.93  B7  B
8  0.394  44.75  B8  B
9  0.394  46.23  B9  B
10  0.394  42.6  B10  B
11  0.394  44.33  B11  B
1  0.396  41.97  B1  B
2  0.396  46.24  B2  B
3  0.396  44.44  B3  B
4  0.396  45.48  B4  B
5  0.396  42.71  B5  B
6  0.396  45.51  B6  B
7  0.396  43.86  B7  B
8  0.396  44.43  B8  B
9  0.396  46.29  B9  B
10  0.396  43.16  B10  B
11  0.396  44.33  B11  B
1  0.398  42.09  B1  B
2  0.398  45.85  B2  B
3  0.398  44.44  B3  B
4  0.398  45.35  B4  B
5  0.398  42.9  B5  B
6  0.398  45.7  B6  B
7  0.398  43.67  B7  B
8  0.398  44.94  B8  B
9  0.398  46.09  B9  B
10  0.398  43.34  B10  B
11  0.398  44.39  B11  B
1  0.4  42.21  B1  B
2  0.4  46.11  B2  B
3  0.4  44.69  B3  B
4  0.4  45.41  B4  B
5  0.4  42.96  B5  B
6  0.4  45.77  B6  B
7  0.4  43.93  B7  B
8  0.4  44.88  B8  B
9  0.4  46.43  B9  B
10  0.4  43.28  B10  B
11  0.4  44.2  B11  B
1  0.402  41.85  B1  B
2  0.402  46.05  B2  B
3  0.402  44.56  B3  B
4  0.402  45.54  B4  B
5  0.402  43.08  B5  B
6  0.402  45.51  B6  B
7  0.402  43.86  B7  B
8  0.402  45.2  B8  B
9  0.402  46.23  B9  B
10  0.402  43.22  B10  B
11  0.402  44.39  B11  B
1  0.404  41.91  B1  B
2  0.404  45.98  B2  B
3  0.404  44.63  B3  B
4  0.404  45.67  B4  B
5  0.404  43.02  B5  B
6  0.404  45.51  B6  B
7  0.404  43.67  B7  B
8  0.404  44.81  B8  B
9  0.404  46.36  B9  B
10  0.404  43.41  B10  B
11  0.404  44.46  B11  B
1  0.406  42.09  B1  B
2  0.406  45.98  B2  B
3  0.406  44.63  B3  B
4  0.406  45.61  B4  B
5  0.406  42.83  B5  B
6  0.406  45.25  B6  B
7  0.406  43.86  B7  B
8  0.406  44.68  B8  B
9  0.406  46.36  B9  B
10  0.406  43.09  B10  B
11  0.406  44.65  B11  B
1  0.408  42.39  B1  B
2  0.408  46.11  B2  B
3  0.408  44.56  B3  B
4  0.408  45.54  B4  B
5  0.408  42.83  B5  B
6  0.408  45.44  B6  B
7  0.408  43.8  B7  B
8  0.408  45.07  B8  B
9  0.408  46.16  B9  B
10  0.408  43.53  B10  B
11  0.408  44.71  B11  B
1  0.41  42.33  B1  B
2  0.41  45.72  B2  B
3  0.41  44.63  B3  B
4  0.41  45.87  B4  B
5  0.41  42.83  B5  B
6  0.41  45.44  B6  B
7  0.41  43.74  B7  B
8  0.41  44.75  B8  B
9  0.41  46.23  B9  B
10  0.41  43.41  B10  B
11  0.41  44.52  B11  B
1  0.412  42.27  B1  B
2  0.412  46.18  B2  B
3  0.412  44.82  B3  B
4  0.412  45.8  B4  B
5  0.412  42.33  B5  B
6  0.412  45.38  B6  B
7  0.412  43.8  B7  B
8  0.412  44.81  B8  B
9  0.412  46.43  B9  B
10  0.412  43.53  B10  B
11  0.412  44.84  B11  B
1  0.414  42.51  B1  B
2  0.414  46.24  B2  B
3  0.414  44.82  B3  B
4  0.414  45.8  B4  B
5  0.414  42.64  B5  B
6  0.414  45.05  B6  B
7  0.414  43.93  B7  B
8  0.414  44.75  B8  B
9  0.414  46.49  B9  B
10  0.414  43.53  B10  B
11  0.414  44.65  B11  B
1  0.416  42.45  B1  B
2  0.416  46.24  B2  B
3  0.416  44.69  B3  B
4  0.416  45.67  B4  B
5  0.416  42.96  B5  B
6  0.416  45.44  B6  B
7  0.416  44.18  B7  B
8  0.416  44.94  B8  B
9  0.416  46.63  B9  B
10  0.416  43.78  B10  B
11  0.416  44.52  B11  B
1  0.418  42.45  B1  B
2  0.418  46.24  B2  B
3  0.418  44.88  B3  B
4  0.418  45.8  B4  B
5  0.418  42.09  B5  B
6  0.418  45.44  B6  B
7  0.418  43.8  B7  B
8  0.418  45.07  B8  B
9  0.418  46.23  B9  B
10  0.418  43.41  B10  B
11  0.418  44.52  B11  B
1  0.42  42.27  B1  B
2  0.42  46.31  B2  B
3  0.42  44.88  B3  B
4  0.42  45.67  B4  B
5  0.42  42.96  B5  B
6  0.42  45.57  B6  B
7  0.42  44.18  B7  B
8  0.42  45.01  B8  B
9  0.42  46.56  B9  B
10  0.42  43.85  B10  B
11  0.42  44.52  B11  B
1  0.422  42.51  B1  B
2  0.422  45.91  B2  B
3  0.422  45.14  B3  B
4  0.422  45.61  B4  B
5  0.422  42.83  B5  B
6  0.422  45.44  B6  B
7  0.422  44.12  B7  B
8  0.422  44.81  B8  B
9  0.422  46.43  B9  B
10  0.422  43.66  B10  B
11  0.422  44.65  B11  B
1  0.424  42.21  B1  B
2  0.424  46.31  B2  B
3  0.424  45.01  B3  B
4  0.424  46.07  B4  B
5  0.424  43.08  B5  B
6  0.424  45.7  B6  B
7  0.424  44.05  B7  B
8  0.424  45.01  B8  B
9  0.424  46.63  B9  B
10  0.424  43.91  B10  B
11  0.424  44.71  B11  B
1  0.426  42.45  B1  B
2  0.426  46.24  B2  B
3  0.426  45.27  B3  B
4  0.426  46.13  B4  B
5  0.426  42.77  B5  B
6  0.426  45.57  B6  B
7  0.426  44.24  B7  B
8  0.426  45.14  B8  B
9  0.426  46.56  B9  B
10  0.426  43.47  B10  B
11  0.426  44.52  B11  B
1  0.428  42.27  B1  B
2  0.428  46.31  B2  B
3  0.428  44.95  B3  B
4  0.428  46.2  B4  B
5  0.428  42.83  B5  B
6  0.428  45.57  B6  B
7  0.428  44.37  B7  B
8  0.428  45.01  B8  B
9  0.428  46.63  B9  B
10  0.428  43.6  B10  B
11  0.428  44.52  B11  B
1  0.43  42.51  B1  B
2  0.43  46.71  B2  B
3  0.43  44.82  B3  B
4  0.43  46.07  B4  B
5  0.43  42.9  B5  B
6  0.43  45.64  B6  B
7  0.43  44.31  B7  B
8  0.43  45.01  B8  B
9  0.43  46.49  B9  B
10  0.43  43.66  B10  B
11  0.43  44.52  B11  B
1  0.432  42.21  B1  B
2  0.432  46.38  B2  B
3  0.432  45.14  B3  B
4  0.432  46.4  B4  B
5  0.432  42.83  B5  B
6  0.432  45.25  B6  B
7  0.432  44.24  B7  B
8  0.432  45.07  B8  B
9  0.432  46.63  B9  B
10  0.432  43.6  B10  B
11  0.432  44.46  B11  B
1  0.434  42.82  B1  B
2  0.434  46.18  B2  B
3  0.434  45.01  B3  B
4  0.434  46.4  B4  B
5  0.434  42.77  B5  B
6  0.434  45.44  B6  B
7  0.434  44.05  B7  B
8  0.434  45.27  B8  B
9  0.434  46.43  B9  B
10  0.434  43.66  B10  B
11  0.434  44.39  B11  B
1  0.436  43  B1  B
2  0.436  46.38  B2  B
3  0.436  45.53  B3  B
4  0.436  46.47  B4  B
5  0.436  42.96  B5  B
6  0.436  45.77  B6  B
7  0.436  44.18  B7  B
8  0.436  45.47  B8  B
9  0.436  46.23  B9  B
10  0.436  43.6  B10  B
11  0.436  44.58  B11  B
1  0.438  42.51  B1  B
2  0.438  46.51  B2  B
3  0.438  45.53  B3  B
4  0.438  46.27  B4  B
5  0.438  42.9  B5  B
6  0.438  45.77  B6  B
7  0.438  44.37  B7  B
8  0.438  45.33  B8  B
9  0.438  46.56  B9  B
10  0.438  44.04  B10  B
11  0.438  44.65  B11  B
1  0.44  43.06  B1  B
2  0.44  46.51  B2  B
3  0.44  45.08  B3  B
4  0.44  46.47  B4  B
5  0.44  42.71  B5  B
6  0.44  45.84  B6  B
7  0.44  44.24  B7  B
8  0.44  45.6  B8  B
9  0.44  46.49  B9  B
10  0.44  43.72  B10  B
11  0.44  44.84  B11  B
1  0.442  42.82  B1  B
2  0.442  46.31  B2  B
3  0.442  45.4  B3  B
4  0.442  46.4  B4  B
5  0.442  42.71  B5  B
6  0.442  45.64  B6  B
7  0.442  44.56  B7  B
8  0.442  45.47  B8  B
9  0.442  46.43  B9  B
10  0.442  43.78  B10  B
11  0.442  44.58  B11  B
1  0.444  43  B1  B
2  0.444  46.44  B2  B
3  0.444  45.34  B3  B
4  0.444  46.33  B4  B
5  0.444  42.83  B5  B
6  0.444  45.7  B6  B
7  0.444  44.63  B7  B
8  0.444  45.66  B8  B
9  0.444  46.23  B9  B
10  0.444  43.91  B10  B
11  0.444  44.71  B11  B
1  0.446  42.82  B1  B
2  0.446  46.11  B2  B
3  0.446  45.53  B3  B
4  0.446  46.47  B4  B
5  0.446  42.83  B5  B
6  0.446  45.77  B6  B
7  0.446  44.37  B7  B
8  0.446  45.47  B8  B
9  0.446  46.49  B9  B
10  0.446  43.91  B10  B
11  0.446  44.97  B11  B
1  0.448  42.88  B1  B
2  0.448  45.91  B2  B
3  0.448  45.47  B3  B
4  0.448  46.33  B4  B
5  0.448  42.96  B5  B
6  0.448  45.64  B6  B
7  0.448  44.18  B7  B
8  0.448  45.33  B8  B
9  0.448  46.49  B9  B
10  0.448  43.78  B10  B
11  0.448  44.71  B11  B
1  0.45  43.19  B1  B
2  0.45  46.58  B2  B
3  0.45  45.6  B3  B
4  0.45  46.4  B4  B
5  0.45  42.9  B5  B
6  0.45  45.77  B6  B
7  0.45  44.37  B7  B
8  0.45  45.53  B8  B
9  0.45  46.56  B9  B
10  0.45  44.1  B10  B
11  0.45  44.78  B11  B
1  0.452  43  B1  B
2  0.452  46.58  B2  B
3  0.452  45.53  B3  B
4  0.452  46.4  B4  B
5  0.452  42.58  B5  B
6  0.452  45.57  B6  B
7  0.452  44.5  B7  B
8  0.452  45.2  B8  B
9  0.452  46.76  B9  B
10  0.452  43.91  B10  B
11  0.452  44.91  B11  B
1  0.454  43.13  B1  B
2  0.454  46.24  B2  B
3  0.454  45.53  B3  B
4  0.454  46.47  B4  B
5  0.454  42.83  B5  B
6  0.454  45.77  B6  B
7  0.454  44.31  B7  B
8  0.454  45.66  B8  B
9  0.454  46.43  B9  B
10  0.454  43.66  B10  B
11  0.454  44.33  B11  B
1  0.456  42.88  B1  B
2  0.456  46.18  B2  B
3  0.456  45.66  B3  B
4  0.456  46.8  B4  B
5  0.456  43.02  B5  B
6  0.456  45.64  B6  B
7  0.456  44.5  B7  B
8  0.456  45.66  B8  B
9  0.456  46.43  B9  B
10  0.456  43.91  B10  B
11  0.456  44.52  B11  B
1  0.458  43  B1  B
2  0.458  46.44  B2  B
3  0.458  45.73  B3  B
4  0.458  46.33  B4  B
5  0.458  42.83  B5  B
6  0.458  45.57  B6  B
7  0.458  44.31  B7  B
8  0.458  45.86  B8  B
9  0.458  46.49  B9  B
10  0.458  44.04  B10  B
11  0.458  44.65  B11  B
1  0.46  43.19  B1  B
2  0.46  46.64  B2  B
3  0.46  45.86  B3  B
4  0.46  46.73  B4  B
5  0.46  43.02  B5  B
6  0.46  45.64  B6  B
7  0.46  44.37  B7  B
8  0.46  45.93  B8  B
9  0.46  46.7  B9  B
10  0.46  44.23  B10  B
11  0.46  44.52  B11  B
1  0.462  43.31  B1  B
2  0.462  46.31  B2  B
3  0.462  46.26  B3  B
4  0.462  47  B4  B
5  0.462  42.96  B5  B
6  0.462  45.44  B6  B
7  0.462  44.31  B7  B
8  0.462  45.86  B8  B
9  0.462  46.83  B9  B
10  0.462  44.1  B10  B
11  0.462  44.52  B11  B
1  0.464  43.5  B1  B
2  0.464  46.24  B2  B
3  0.464  46.19  B3  B
4  0.464  47.07  B4  B
5  0.464  42.96  B5  B
6  0.464  45.51  B6  B
7  0.464  44.31  B7  B
8  0.464  45.79  B8  B
9  0.464  46.56  B9  B
10  0.464  44.1  B10  B
11  0.464  44.33  B11  B
1  0.466  43.44  B1  B
2  0.466  46.38  B2  B
3  0.466  45.6  B3  B
4  0.466  46.73  B4  B
5  0.466  43.4  B5  B
6  0.466  45.51  B6  B
7  0.466  44.69  B7  B
8  0.466  46.13  B8  B
9  0.466  46.63  B9  B
10  0.466  44.42  B10  B
11  0.466  44.71  B11  B
1  0.468  43.44  B1  B
2  0.468  46.64  B2  B
3  0.468  45.93  B3  B
4  0.468  47.21  B4  B
5  0.468  43.21  B5  B
6  0.468  45.64  B6  B
7  0.468  44.5  B7  B
8  0.468  45.86  B8  B
9  0.468  46.9  B9  B
10  0.468  44.36  B10  B
11  0.468  45.3  B11  B
1  0.47  43.69  B1  B
2  0.47  46.51  B2  B
3  0.47  46.06  B3  B
4  0.47  47.27  B4  B
5  0.47  43.46  B5  B
6  0.47  45.77  B6  B
7  0.47  44.5  B7  B
8  0.47  45.93  B8  B
9  0.47  46.7  B9  B
10  0.47  44.17  B10  B
11  0.47  46.16  B11  B
1  0.472  43.69  B1  B
2  0.472  46.91  B2  B
3  0.472  46.19  B3  B
4  0.472  47.21  B4  B
5  0.472  43.46  B5  B
6  0.472  46.03  B6  B
7  0.472  44.76  B7  B
8  0.472  46.19  B8  B
9  0.472  46.7  B9  B
10  0.472  44.17  B10  B
11  0.472  46.03  B11  B
1  0.474  43.81  B1  B
2  0.474  46.98  B2  B
3  0.474  46.59  B3  B
4  0.474  47.34  B4  B
5  0.474  43.34  B5  B
6  0.474  46.03  B6  B
7  0.474  44.5  B7  B
8  0.474  46.39  B8  B
9  0.474  46.29  B9  B
10  0.474  44.42  B10  B
11  0.474  46.03  B11  B
1  0.476  44.06  B1  B
2  0.476  47.12  B2  B
3  0.476  46.52  B3  B
4  0.476  47.21  B4  B
5  0.476  43.59  B5  B
6  0.476  45.9  B6  B
7  0.476  44.44  B7  B
8  0.476  46.13  B8  B
9  0.476  46.76  B9  B
10  0.476  44.55  B10  B
11  0.476  45.76  B11  B
1  0.478  44.32  B1  B
2  0.478  46.85  B2  B
3  0.478  46.12  B3  B
4  0.478  47.75  B4  B
5  0.478  43.59  B5  B
6  0.478  45.77  B6  B
7  0.478  44.56  B7  B
8  0.478  46.46  B8  B
9  0.478  46.83  B9  B
10  0.478  44.49  B10  B
11  0.478  45.56  B11  B
1  0.48  44.38  B1  B
2  0.48  46.85  B2  B
3  0.48  46.66  B3  B
4  0.48  47.48  B4  B
5  0.48  43.4  B5  B
6  0.48  45.97  B6  B
7  0.48  44.56  B7  B
8  0.48  46.46  B8  B
9  0.48  46.7  B9  B
10  0.48  44.36  B10  B
11  0.48  45.63  B11  B
1  0.482  44.25  B1  B
2  0.482  46.98  B2  B
3  0.482  46.66  B3  B
4  0.482  47.48  B4  B
5  0.482  43.53  B5  B
6  0.482  45.84  B6  B
7  0.482  44.5  B7  B
8  0.482  46.46  B8  B
9  0.482  46.29  B9  B
10  0.482  44.29  B10  B
11  0.482  45.63  B11  B
1  0.484  44.38  B1  B
2  0.484  47.18  B2  B
3  0.484  46.99  B3  B
4  0.484  47.41  B4  B
5  0.484  43.4  B5  B
6  0.484  46.03  B6  B
7  0.484  44.5  B7  B
8  0.484  46.66  B8  B
9  0.484  46.63  B9  B
10  0.484  44.42  B10  B
11  0.484  45.7  B11  B
1  0.486  44.51  B1  B
2  0.486  47.46  B2  B
3  0.486  46.99  B3  B
4  0.486  47.55  B4  B
5  0.486  43.46  B5  B
6  0.486  45.9  B6  B
7  0.486  44.69  B7  B
8  0.486  46.87  B8  B
9  0.486  46.9  B9  B
10  0.486  44.42  B10  B
11  0.486  45.63  B11  B
1  0.488  44.7  B1  B
2  0.488  47.39  B2  B
3  0.488  46.72  B3  B
4  0.488  47.48  B4  B
5  0.488  43.59  B5  B
6  0.488  46.03  B6  B
7  0.488  44.76  B7  B
8  0.488  47  B8  B
9  0.488  46.83  B9  B
10  0.488  44.49  B10  B
11  0.488  45.56  B11  B
1  0.49  44.83  B1  B
2  0.49  47.05  B2  B
3  0.49  46.86  B3  B
4  0.49  47.34  B4  B
5  0.49  43.91  B5  B
6  0.49  46.03  B6  B
7  0.49  44.76  B7  B
8  0.49  46.87  B8  B
9  0.49  46.63  B9  B
10  0.49  44.81  B10  B
11  0.49  45.89  B11  B
1  0.492  44.83  B1  B
2  0.492  47.25  B2  B
3  0.492  46.92  B3  B
4  0.492  47.68  B4  B
5  0.492  43.66  B5  B
6  0.492  45.77  B6  B
7  0.492  44.89  B7  B
8  0.492  47.21  B8  B
9  0.492  46.7  B9  B
10  0.492  44.87  B10  B
11  0.492  45.63  B11  B
1  0.494  44.7  B1  B
2  0.494  47.32  B2  B
3  0.494  47.06  B3  B
4  0.494  47.34  B4  B
5  0.494  43.91  B5  B
6  0.494  45.77  B6  B
7  0.494  44.89  B7  B
8  0.494  47.27  B8  B
9  0.494  46.56  B9  B
10  0.494  45.13  B10  B
11  0.494  45.63  B11  B
1  0.496  45.08  B1  B
2  0.496  47.39  B2  B
3  0.496  47.19  B3  B
4  0.496  47.48  B4  B
5  0.496  43.85  B5  B
6  0.496  45.77  B6  B
7  0.496  45.15  B7  B
8  0.496  47.69  B8  B
9  0.496  46.63  B9  B
10  0.496  45.66  B10  B
11  0.496  45.7  B11  B
1  0.498  45.28  B1  B
2  0.498  47.32  B2  B
3  0.498  47.26  B3  B
4  0.498  47.62  B4  B
5  0.498  43.72  B5  B
6  0.498  45.9  B6  B
7  0.498  45.21  B7  B
8  0.498  47.76  B8  B
9  0.498  47.04  B9  B
10  0.498  45.79  B10  B
11  0.498  45.76  B11  B
1  0.5  45.6  B1  B
2  0.5  47.52  B2  B
3  0.5  46.86  B3  B
4  0.5  47.89  B4  B
5  0.5  44.11  B5  B
6  0.5  45.77  B6  B
7  0.5  45.34  B7  B
8  0.5  47.96  B8  B
9  0.5  46.76  B9  B
10  0.5  45.92  B10  B
11  0.5  46.09  B11  B
1  0.502  45.47  B1  B
2  0.502  47.73  B2  B
3  0.502  47.26  B3  B
4  0.502  47.82  B4  B
5  0.502  43.91  B5  B
6  0.502  45.84  B6  B
7  0.502  45.67  B7  B
